상호명,지점명,시군구명,도로명주소,상가유형,행정동명_추정,임대료_분류,전용면적,전용면적(평),평당임대료,추정임대료(천원)
필요[FEELYO],,동대문구,서울특별시 동대문구 휘경로2길 5-2,소규모,이문동,기타,98.6802029630838,29.85062706851104,139.60393399999998,4167.264971131029
유민커피,,도봉구,서울특별시 도봉구 덕릉로 214,소규모,창동,기타,98.67171711658288,29.84806011149582,149.785798,4470.81550255237
프라자,,중구,서울특별시 중구 퇴계로 53,소규모,남창동,기타,98.6646928204417,29.845935271474893,164.397434,4906.595173960566
앤드앤드,,마포구,서울특별시 마포구 성미산로10길 14,소규모,성산동,기타,98.65932818901692,29.844312477771467,115.107956,3435.317807541569
아마스빈동덕여대점,,성북구,서울특별시 성북구 화랑로13길 28,소규모,하월곡동,기타,98.64291987188685,29.83934898417534,90.975616,2714.653154874326
고품격커피공장이수점,,서초구,서울특별시 서초구 동광로12가길 28,소규모,방배동,기타,98.59839448412285,29.825880114986642,145.984128,4354.105100418865
크레페다냥,,은평구,서울특별시 은평구 연서로4길 7,소규모,역촌동,기타,98.59482729609961,29.824801045465428,145.984128,4353.947573395759
구우당베이크샵,,강북구,서울특별시 강북구 노해로33길 49,소규모,수유동,기타,98.59367999046445,29.824453987072555,123.273282,3676.5583268444193
스파웃커피,,강북구,서울특별시 강북구 노해로33길 49,소규모,수유동,기타,98.59367999046445,29.824453987072555,115.107956,3433.0319372679724
유스트레스,,성동구,서울특별시 성동구 연무장7가길 9,소규모,성수동2가,기타,98.56593344720612,29.81606069550672,123.273282,3675.523658246316
오하하커피남대문로점,,중구,서울특별시 중구 세종대로2나길 22,소규모,남대문로5가,기타,98.55731125313588,29.813452493537383,131.33943399999998,3915.681976087088
수테이크아웃,,용산구,서울특별시 용산구 한강대로7길 20,소규모,한강로3가,기타,98.53398907349549,29.80639756594334,177.984272,5305.069971716997
고망고대흥역점,,마포구,서울특별시 마포구 백범로25길 1,소규모,염리동,기타,98.5299810659053,29.80518514910318,164.397434,4899.89595840747
커피썸,,광진구,서울특별시 광진구 동일로4길 50-2,소규모,자양동,기타,98.51920683728952,29.80192595961326,102.97567,3068.8732929815683
메르씨,,양천구,서울특별시 양천구 목동중앙남로 77,소규모,목동,기타,98.51606655634697,29.800976028902827,123.273282,3673.6641218861782
커피심리학,,금천구,서울특별시 금천구 시흥대로 84,소규모,시흥동,기타,98.5088254909751,29.798785616484693,150.645306,4489.0471776237355
아르보,,송파구,서울특별시 송파구 바람드리2길 1,소규모,풍납동,기타,98.50490228465564,29.7975988519135,225.257212,6712.124041676436
우즈커피,,마포구,서울특별시 마포구 성미산로17길 114,소규모,연남동,기타,98.50332463550922,29.797121615194268,114.744318,3419.050398098525
카페초록잎,,영등포구,서울특별시 영등포구 가마산로65길 26,소규모,신길동,기타,98.49466328662479,29.794501568946938,174.083428,5186.728968673661
선유슬로우,,영등포구,서울특별시 영등포구 선유로53길 34-8,소규모,양평동4가,기타,98.47173756514918,29.787566569408064,115.107956,3428.785902018494
라떼곰,,중랑구,서울특별시 중랑구 동일로139길 36,소규모,중화동,기타,98.46253696770124,29.78478340120432,177.984272,5301.222990341034
플레인하우스,,서대문구,서울특별시 서대문구 문화촌길 14,소규모,홍제동,기타,98.45617176739025,29.782857936774832,150.645306,4486.6477474399735
헤이피,,동대문구,서울특별시 동대문구 제기로2길 11,소규모,제기동,기타,98.45468523884811,29.782408263914366,140.33121,4179.401388389102
야스티커피,,마포구,서울특별시 마포구 월드컵북로44길 19,소규모,상암동,기타,98.41814199696893,29.771353982990178,226.84399600000003,6753.452903832009
오제도바,,종로구,서울특별시 종로구 대학로1길 31,소규모,종로5가,기타,98.38900256626853,29.76253934486918,101.256654,3013.655148604805
오제도카페,,종로구,서울특별시 종로구 대학로1길 31,소규모,종로5가,기타,98.38900256626853,29.76253934486918,226.84399600000003,6751.453356097348
인터렉티브커피바,,마포구,서울특별시 마포구 홍익로 13-5,소규모,서교동,기타,98.38881447361868,29.762482447098638,149.785798,4457.997183799662
디저트바이제이,,서초구,서울특별시 서초구 청두곶15길 25,소규모,방배동,기타,98.38455601509935,29.761194269193343,285.224424,8488.619492982772
달의계단,,마포구,서울특별시 마포구 와우산로27길 74,소규모,서교동,기타,98.38152944589751,29.760278736129685,225.257212,6703.717416443456
정감부엌,,동작구,서울특별시 동작구 상도로22나길 31,소규모,상도동,기타,98.37202145731203,29.757402582525266,115.107956,3425.3137871436047
꽃님이네,,마포구,서울특별시 마포구 와우산로29길 4-30,소규모,서교동,기타,98.35625601291521,29.752633557055844,225.257212,6701.995284720043
테이큰커피,,종로구,서울특별시 종로구 명륜2길 4,소규모,명륜3가,기타,98.35527706995133,29.75233742814185,114.744318,3413.9116670980106
그릭오숙명여대점,,용산구,서울특별시 용산구 청파로45길 36,소규모,청파동2가,기타,98.32493725242836,29.743159674641042,174.083428,5177.791195712877
에스티보,,은평구,서울특별시 은평구 갈현로12길 4,소규모,역촌동,기타,98.31593517402894,29.74043655817924,140.33121,4173.5114481375285
우더스,,동대문구,서울특별시 동대문구 천호대로37길 11,소규모,용두동,기타,98.30760570901562,29.737916906351145,150.645306,4479.877592159842
수퍼비랩,,마포구,서울특별시 마포구 동교로 16-10,소규모,합정동,기타,98.30028622324099,29.735702771867924,177.984272,5292.487410259295
영오이칠,,송파구,서울특별시 송파구 백제고분로7길 42-24,소규모,잠실동,기타,98.28840699385617,29.732109321149547,145.984128,4340.416052848688
메가엠지씨커피화곡곰달래점,,강서구,서울특별시 강서구 곰달래로 185,소규모,화곡동,기타,98.2839771994246,29.730769314364025,177.984272,5291.609332417021
코너커피,,마포구,서울특별시 마포구 동교로12길 38,소규모,서교동,기타,98.28359269047154,29.730653000929134,164.397434,4887.64306449715
미미씨,,양천구,서울특별시 양천구 오목로52길 19-3,소규모,목동,기타,98.28036797661152,29.7296775293761,225.257212,6696.824273926309
피에로커피,,강동구,서울특별시 강동구 성내로14길 27,소규모,성내동,기타,98.27300912442252,29.72745148660612,149.785798,4452.750043427584
로지플라워케이크,,양천구,서울특별시 양천구 남부순환로58길 27,소규모,신월동,기타,98.27093961396017,29.72682546250837,102.97567,3061.139768974859
온리밋,,송파구,서울특별시 송파구 양재대로71길 19-13,소규모,방이동,기타,98.24016225994794,29.717515354815152,285.224424,8476.161199788306
컴포즈커피숙명여대점,,용산구,서울특별시 용산구 청파로47길 83,소규모,청파동2가,기타,98.23060840770779,29.71462532751763,164.397434,4885.008156115308
까루나,,서대문구,서울특별시 서대문구 홍제내길 42,소규모,홍제동,기타,98.22729823660383,29.713624005264634,164.397434,4884.843541306309
인마이험블커피,,광진구,서울특별시 광진구 면목로7길 10,소규모,중곡동,기타,98.22063910423877,29.711609626788906,177.984272,5288.199209372216
스텀멜,,성동구,서울특별시 성동구 왕십리로21길 31,소규모,행당동,기타,98.20144373217735,29.70580305286991,148.794058,4420.046982385303
이디도커피,코리아,광진구,서울특별시 광진구 자양로18길 12-4,소규모,구의동,기타,98.17953595112839,29.69917597892443,164.397434,4882.468322849614
언니커피,,성동구,서울특별시 성동구 성덕정길 98,소규모,성수동2가,기타,98.16395086536676,29.69446151169664,164.397434,4881.693276534689
띵킹커피,,광진구,서울특별시 광진구 아차산로29길 32,소규모,화양동,기타,98.14508345918362,29.688754147009384,149.785798,4446.95373153561
컴포즈커피자양하늘채점,,광진구,서울특별시 광진구 뚝섬로 671,소규모,자양동,기타,98.12613624316418,29.683022639955286,208.033994,6175.077753782322
와디즈,,마포구,서울특별시 마포구 토정로3길 11,소규모,합정동,기타,98.12314913359765,29.682119043377593,208.033994,6174.8897749773005
카페와디즈303,,마포구,서울특별시 마포구 토정로3길 11,소규모,합정동,기타,98.12314913359765,29.682119043377593,90.975616,2700.3490641566073
포포아카이브,,관악구,서울특별시 관악구 신림로36길 10,소규모,신림동,기타,98.11953767751129,29.681026582827542,150.645306,4471.30733196419
카페네꼬,,도봉구,서울특별시 도봉구 삼양로146길 16,소규모,쌍문동,기타,98.10810710904414,29.67756885142602,177.984272,5282.140486750936
카페;오전,,강북구,서울특별시 강북구 삼양로 372-1,소규모,수유동,기타,98.08915106513707,29.67183467394793,285.224424,8463.131953900027
릴레이션RELATION,,성동구,서울특별시 성동구 상원6길 2,소규모,성수동1가,기타,98.08044964075214,29.66920250491625,148.794058,4414.601038330254
스노우벨,,양천구,서울특별시 양천구 등촌로 60,소규모,목동,기타,98.05065700765604,29.66019027395972,225.257212,6681.171768501683
208도씨,,마포구,서울특별시 마포구 와우산로3안길 41,소규모,상수동,기타,98.04411211729493,29.658210453534675,136.463424,4047.2609482019348
테르테르,,강동구,서울특별시 강동구 동남로85길 76,소규모,고덕동,기타,98.04045985098685,29.657105647948107,150.645306,4467.703755409471
메가엠지씨커피아현,중앙점,마포구,서울특별시 마포구 신촌로 236-1,소규모,아현동,기타,98.03473799178717,29.65537479332905,101.256654,3002.804024688441
육공사,,마포구,서울특별시 마포구 동교로 49,소규모,망원동,기타,98.0318836738932,29.654511366051548,225.257212,6679.892553539084
산스,,종로구,서울특별시 종로구 수표로28길 30,소규모,돈의동,기타,98.01308988403099,29.64882627020116,131.33943399999998,3894.0600610925508
라온순간,,영등포구,서울특별시 영등포구 양평로19길 8,소규모,양평동4가,기타,97.99586966968691,29.643617178802984,174.083428,5160.462496805712
오브시에개포,직영점,강남구,서울특별시 강남구 논현로4길 57,소규모,개포동,기타,97.99522551609726,29.643422323218967,139.60393399999998,4138.338373544787
카페연,,금천구,서울특별시 금천구 독산로50길 60-12,소규모,시흥동,기타,97.96138123022854,29.633184472814005,164.397434,4871.619488579266
카페플레이스,,서대문구,서울특별시 서대문구 연세로 20,소규모,창천동,기타,97.94044277095499,29.626850617386104,101.256654,2999.9157620743513
인블러썸,,서대문구,서울특별시 서대문구 연세로 20,소규모,창천동,기타,97.94044277095499,29.626850617386104,145.984128,4325.049952765372
올드브라운커피,,마포구,서울특별시 마포구 연남로1길 8-12,소규모,연남동,기타,97.92420269769663,29.621938017332152,148.794058,4407.5683634233255
커피다,,중구,서울특별시 중구 동호로24길 27-3,소규모,장충동2가,기타,97.91783730447412,29.620012494547193,123.273282,3651.3561530838397
알디프,,마포구,서울특별시 마포구 와우산로35길 19,소규모,서교동,기타,97.91353764144927,29.618711852335068,139.60393399999998,4134.888694598402
라이크어시네마,석촌점,송파구,서울특별시 송파구 가락로 134,소규모,송파동,기타,97.91034900198571,29.617747293237855,150.645306,4461.774604020488
업스탠딩,,용산구,서울특별시 용산구 신흥로 99-11,소규모,용산동2가,기타,97.89637105604653,29.61351898361865,148.794058,4406.315661232655
커피무카24,신림점,관악구,서울특별시 관악구 신원로3길 61,소규모,신림동,기타,97.88968424614528,29.611496232725898,164.397434,4868.053997560804
개방,,용산구,서울특별시 용산구 신흥로 100,소규모,용산동2가,기타,97.88394621146105,29.609760485044784,115.93440600000001,3432.7899936359395
커피앤,,성북구,서울특별시 성북구 동소문로20나길 6,소규모,동선동1가,기타,97.88367171431852,29.609677450032827,226.84399600000003,6716.777553036538
카페게이트고려대역점,,동대문구,서울특별시 동대문구 회기로2길 2,소규모,제기동,기타,97.8761842361635,29.607412498083214,102.97567,3048.8431389564926
위핑윌로우,,성북구,서울특별시 성북구 솔샘로4길 8,소규모,정릉동,기타,97.87387664685758,29.606714455459368,101.256654,2997.8768416932476
슈퍼내추럴,,동대문구,서울특별시 동대문구 전농로23길 78,소규모,전농동,기타,97.86838840904014,29.605054270990422,115.93440600000001,3432.244381505038
크레페카페,,금천구,서울특별시 금천구 독산로 62,소규모,시흥동,기타,97.85367146826272,29.600602416438598,140.33121,4153.888353827752
오서독스,,용산구,서울특별시 용산구 한강대로102길 11-22,소규모,동자동,기타,97.83492136771343,29.5949305365459,90.975616,2692.4170360394737
토끼풀,,용산구,서울특별시 용산구 이태원로20가길 14,소규모,이태원동,기타,97.80057053689727,29.584539456983865,101.256654,2995.631475545163
컴포즈커피송파,헬리오시티점,송파구,서울특별시 송파구 가락로 56,소규모,석촌동,기타,97.7962473959514,29.58323171273259,164.397434,4863.407383000663
시나본,상수역점,마포구,서울특별시 마포구 와우산로3안길 2,소규모,상수동,기타,97.7883720584571,29.58084943386082,285.224424,8437.180741203678
이수커피,,동작구,서울특별시 동작구 동작대로23길 13,소규모,사당동,기타,97.78358208130629,29.579400472293027,101.256654,2995.1111191504115
스푼,,종로구,서울특별시 종로구 대학로 141,소규모,혜화동,기타,97.77219318821426,29.575955347635748,123.273282,3645.9250839885094
포시즌살롱,,도봉구,서울특별시 도봉구 도봉로110길 39-9,소규모,창동,기타,97.76946119348389,29.575128922948725,101.256654,2994.6785963564116
카페아비오,,마포구,서울특별시 마포구 성미산로 82,소규모,성산동,기타,97.76022792997072,29.572335873304713,131.33943399999998,3884.0138556577363
또;카페,,양천구,서울특별시 양천구 등촌로 56-1,소규모,목동,기타,97.75538644608267,29.570871331019017,90.975616,2690.228234996195
더카페,독산점,금천구,서울특별시 금천구 시흥대로145길 17,소규모,독산동,기타,97.75515472889386,29.570801236884826,131.33943399999998,3883.8122973789523
카쩨,,서대문구,서울특별시 서대문구 이화여대2길 26,소규모,대현동,기타,97.75274202814549,29.57007139819272,226.84399600000003,6707.793157971345
오븐에오분,,서대문구,서울특별시 서대문구 이화여대2길 26,소규모,대현동,기타,97.75274202814549,29.57007139819272,123.273282,3645.1997502295453
바나타이거,망원점,마포구,서울특별시 마포구 포은로 121,소규모,망원동,기타,97.73492240591149,29.564680986723786,101.256654,2993.620673293069
하루COFFEE,,관악구,서울특별시 관악구 남부순환로161길 6,소규모,신림동,기타,97.73321380249075,29.564164136514837,136.463424,4034.427065766818
참호도과자앤커피,,종로구,서울특별시 종로구 돈화문로 35-1,소규모,묘동,기타,97.72169505725118,29.560679731759688,139.60393399999998,4126.787182267716
초록달,,마포구,서울특별시 마포구 동교로 23,소규모,망원동,기타,97.7035444378113,29.555189194086545,177.984272,5260.3588325317605
피피커피,,마포구,서울특별시 마포구 동교로 23,소규모,망원동,기타,97.7035444378113,29.555189194086545,102.97567,3043.465409237822
스탠스커피,,마포구,서울특별시 마포구 와우산로11길 9,소규모,상수동,기타,97.70040656936494,29.554239993152926,90.975616,2688.715188788923
카페메루,,마포구,서울특별시 마포구 와우산로29라길 11,소규모,서교동,기타,97.68596872897234,29.549872566087586,136.463424,4032.4767891319784
카페멜랑,,마포구,서울특별시 마포구 와우산로29라길 11,소규모,서교동,기타,97.68596872897234,29.549872566087586,285.224424,8428.345381935733
잭팟잉글리쉬,,마포구,서울특별시 마포구 와우산로29라길 11,소규모,서교동,기타,97.68596872897234,29.549872566087586,139.60393399999998,4125.278459424501
이스트덜위치,,마포구,서울특별시 마포구 와우산로29라길 11,소규모,서교동,기타,97.68596872897234,29.549872566087586,102.97567,3042.917925907488
디어;타임,,관악구,서울특별시 관악구 청룡길 61,소규모,봉천동,기타,97.67801324499322,29.547466043013255,101.256654,2991.877545694142
카페알케미,,강남구,서울특별시 강남구 양재대로53길 7,소규모,일원동,기타,97.66021129215292,29.542080976511865,226.84399600000003,6701.443698867534
83도씨,,강동구,서울특별시 강동구 천중로50길 39,소규모,길동,기타,97.64701886702636,29.53809028586919,102.97567,3041.704637707871
슬기로운카페,,중랑구,서울특별시 중랑구 답십리로77길 28-31,소규모,면목동,기타,97.64472132176456,29.537395281555014,115.93440600000001,3424.4003767542836
뽐므pomme,,서초구,서울특별시 서초구 방배천로18길 36-5,소규모,방배동,기타,97.63675872496601,29.53498660686249,149.785798,4423.921537828211
유니크커피,,중랑구,서울특별시 중랑구 봉화산로 57,소규모,중화동,기타,97.61933151527688,29.52971489965421,140.33121,4143.940622823504
식껍도봉점,,도봉구,서울특별시 도봉구 도당로29길 65,소규모,도봉동,기타,97.60638553900668,29.525798759455103,114.744318,3387.917642058922
온니당,,동대문구,서울특별시 동대문구 답십리로63길 125,소규모,장안동,기타,97.596304677236,29.522749312491985,150.645306,4447.463604141645
식스디그리스커피,,성동구,서울특별시 성동구 서울숲2길 11-13,소규모,성수동1가,기타,97.58745684117679,29.520072854128134,148.794058,4392.411432421367
요거프레소마포도화점,,마포구,서울특별시 마포구 도화길 42-1,소규모,도화동,기타,97.57415209240187,29.516048185734732,149.785798,4421.084831306729
도서관가는길,,구로구,서울특별시 구로구 중앙로15길 103,소규모,고척동,기타,97.568233238176,29.51425774038841,208.033994,6139.968917678416
타티커피스,,마포구,서울특별시 마포구 방울내로5길 42,소규모,망원동,기타,97.56575318304178,29.513507527086265,140.33121,4141.666222620123
달리는커피사당,1호점,동작구,서울특별시 동작구 동작대로35가길 1,소규모,사당동,기타,97.56172509741768,29.512289036668182,136.463424,4027.3480120214017
페블스,,마포구,서울특별시 마포구 연남로3길 23,소규모,연남동,기타,97.56129166555777,29.51215792412057,148.794058,4391.233737866755
달콤스푼,,도봉구,서울특별시 도봉구 우이천로4라길 29,소규모,창동,기타,97.55616831795487,29.510608118444814,115.107956,3396.9057808311886
빽다방,안암역점,성북구,서울특별시 성북구 고려대로 99-7,소규모,안암동5가,기타,97.55169954721052,29.509256321377734,164.397434,4851.246018482779
카페루나토,,마포구,서울특별시 마포구 토정로4길 18,소규모,합정동,기타,97.53925856291667,29.50549294056406,208.033994,6138.145541364346
카페테라스,,서대문구,서울특별시 서대문구 명물길 2,소규모,창천동,기타,97.51444485465103,29.497986827591212,174.083428,5135.110666045924
카페나무,,서대문구,서울특별시 서대문구 명물길 2,소규모,창천동,기타,97.51444485465103,29.497986827591212,136.463424,4025.3962835999946
하무모카,,마포구,서울특별시 마포구 연남로 10,소규모,연남동,기타,97.51179270169303,29.497184554931643,285.224424,8413.317474302074
리프레셔스,,서초구,서울특별시 서초구 청두곶6길 8,소규모,방배동,기타,97.39451275792864,29.46170753158952,285.224424,8403.198560754083
카페이퍼스,,서초구,서울특별시 서초구 바우뫼로33길 7-8,소규모,양재동,기타,97.39364032443127,29.46144362164416,114.744318,3380.5332556610097
은하수,,강북구,서울특별시 강북구 도봉로95길 21,소규모,수유동,기타,97.37406169394704,29.455521112573972,131.33943399999998,3868.671471100515
클레,코리아,성동구,서울특별시 성동구 서울숲2길 5-1,소규모,성수동1가,기타,97.36082552931283,29.451517190789772,174.083428,5127.021072373614
어센딩커피웨이브,,동대문구,서울특별시 동대문구 제기로11길 5,소규모,제기동,기타,97.35914841018692,29.451009864537152,115.107956,3390.0455476427087
마일더커피,,마포구,서울특별시 마포구 서강로11길 23,소규모,창전동,기타,97.34604768184224,29.447046912046172,136.463424,4018.4448483064475
단백하다,,도봉구,서울특별시 도봉구 도당로13길 25,소규모,방학동,기타,97.33933992372536,29.44501782434671,102.97567,3032.1204386240447
일리카페,대학로점,종로구,서울특별시 종로구 창경궁로 285,소규모,혜화동,기타,97.30250050138118,29.433873949235032,148.794058,4379.585547567167
티브비,,은평구,서울특별시 은평구 응암로21가길 29,소규모,응암동,기타,97.29123962295283,29.43046754883926,164.397434,4838.2933464494445
썸띵크,,서대문구,서울특별시 서대문구 거북골로 37-4,소규모,남가좌동,기타,97.28094338882876,29.427352952032415,149.785798,4407.799544947831
우유니,,강남구,서울특별시 강남구 압구정로8길 5,소규모,신사동,기타,97.25614692125207,29.419852054344506,115.107956,3386.459035797997
풍Poong,,강남구,서울특별시 강남구 압구정로8길 5,소규모,신사동,기타,97.25614692125207,29.419852054344506,226.84399600000003,6673.716801736318
디어다온,,마포구,서울특별시 마포구 연희로1길 28,소규모,동교동,기타,97.25602676829409,29.419815708238275,115.107956,3386.4548520720004
카일커피,,중랑구,서울특별시 중랑구 신내로10길 21,소규모,신내동,기타,97.25253027762592,29.41875802457073,208.033994,6120.101730371
더로열푸드앤드링크,,용산구,서울특별시 용산구 신흥로20길 37,소규모,후암동,기타,97.24640625063846,29.416905514743316,225.257212,6626.370121918505
무니,,용산구,서울특별시 용산구 신흥로20길 37,소규모,후암동,기타,97.24640625063846,29.416905514743316,140.33121,4128.109945339603
프린스,,은평구,서울특별시 은평구 연서로 176-1,소규모,대조동,기타,97.24183726472214,29.41552340272313,140.33121,4127.915991887455
비스트로에버,,마포구,서울특별시 마포구 월드컵북로 332-16,소규모,상암동,기타,97.21566063373618,29.40760500748266,115.93440600000001,3409.353218425128
에버델리,,마포구,서울특별시 마포구 월드컵북로 332-16,소규모,상암동,기타,97.21566063373618,29.40760500748266,114.744318,3374.3555805969827
카페후일,,강서구,서울특별시 강서구 개화동로23길 73,소규모,방화동,기타,97.18826929948344,29.39931916615749,140.33121,4125.642031763072
커피콘컴퍼니,,서초구,서울특별시 서초구 사평대로55길 19,소규모,반포동,기타,97.18778831196545,29.399173668088043,208.033994,6116.027518471986
아재의취미,,동대문구,서울특별시 동대문구 회기로31가길 14,소규모,휘경동,기타,97.1724747297325,29.394541330308094,136.463424,4011.2797568433575
피어커피,,성동구,서울특별시 성동구 광나루로4가길 24,소규모,성수동2가,기타,97.13709062991879,29.383837688280835,90.975616,2673.212734135365
논현커피,,서초구,서울특별시 서초구 강남대로83길 46,소규모,반포동,기타,97.13000156186376,29.38169325484414,148.794058,4371.821370299488
메가엠지씨커피,천호로데오점,강동구,서울특별시 강동구 천호대로157길 23,소규모,천호동,기타,97.10593594694897,29.374413439091587,115.93440600000001,3405.5051736595005
새퍼커피,,서초구,서울특별시 서초구 서초대로4길 17,소규모,방배동,기타,97.10269304695764,29.37343246625859,101.256654,2974.2554880283124
봄희,,광진구,서울특별시 광진구 면목로16길 4,소규모,중곡동,기타,97.08801557434126,29.36899255077175,115.93440600000001,3404.876706192148
단지,,광진구,서울특별시 광진구 군자로 133-1,소규모,군자동,기타,97.08295779425781,29.36746257918138,123.273282,3620.2234961478734
스몰굿커피플래그십스토어,,중구,서울특별시 중구 세종대로14길 28,소규모,북창동,기타,97.06547586947765,29.362174320732546,115.107956,3379.819869775212
에그카페정릉점,,성북구,서울특별시 성북구 정릉로38길 11,소규모,정릉동,기타,97.02662928942144,29.350423283145208,101.256654,2971.925655134978
선데이,,영등포구,서울특별시 영등포구 선유서로25길 10,소규모,양평동2가,기타,97.0265276346788,29.35039253272394,90.975616,2670.1700405063607
웅천마음선원카페,,도봉구,서울특별시 도봉구 도봉로169나길 74,소규모,도봉동,기타,97.0163943229876,29.34732721973126,177.984272,5223.362670349652
아라프레소,,동대문구,서울특별시 동대문구 안암로 118-14,소규모,제기동,기타,97.00853896499848,29.344950984632607,150.645306,4420.679120634981
카페일분등촌역점,,강서구,서울특별시 강서구 공항대로59길 45,소규모,등촌동,기타,96.99274574340365,29.340173556598597,90.975616,2669.2403628584684
카페드에덴,,서대문구,서울특별시 서대문구 포방터길 23,소규모,홍제동,기타,96.96264820001723,29.331069090694303,139.60393399999998,4094.732633486727
로얄커피숍,,구로구,서울특별시 구로구 가마산로 191,소규모,구로동,기타,96.94869658135667,29.32684874504104,285.224424,8364.733541039453
이디야돌곶이역점,,성북구,서울특별시 성북구 돌곶이로22길 3,소규모,석관동,기타,96.94655855226338,29.3262019941507,177.984272,5219.6027124538605
제로미카페,,중랑구,서울특별시 중랑구 중랑역로18길 20-4,소규모,중화동,기타,96.94017306504242,29.32427039295856,123.273282,3614.8990535954313
로즈드마이,,은평구,서울특별시 은평구 불광천길 312,소규모,응암동,기타,96.92785660404381,29.320544680272192,148.794058,4362.722825748012
비비커피,,동작구,서울특별시 동작구 동작대로13길 16-4,소규모,사당동,기타,96.91097157824103,29.31543698295149,145.984128,4279.588504895124
뭄미,,마포구,서울특별시 마포구 동교로 43,소규모,망원동,기타,96.89916982799464,29.311866969567014,114.744318,3363.370184729694
이디야커피신림패션,문화점,관악구,서울특별시 관악구 봉천로6길 24,소규모,신림동,기타,96.87640236358803,29.304979842576085,150.645306,4414.657655708706
에이펙스커피,,강서구,서울특별시 강서구 강서로 158,소규모,화곡동,기타,96.87023796574695,29.303115120620408,164.397434,4817.356934036596
그로니,,마포구,서울특별시 마포구 어울마당로3길 5-6,소규모,합정동,기타,96.86124231989217,29.300393949994607,177.984272,5215.009286502995
하이럽,,마포구,서울특별시 마포구 독막로7길 42,소규모,서교동,기타,96.85308157799402,29.297925336679175,102.97567,3016.9734911545133
카페콩,,광진구,서울특별시 광진구 능동로35길 40,소규모,군자동,기타,96.84148944490511,29.2944187321995,164.397434,4815.9272700951315
하츠코히,,마포구,서울특별시 마포구 성미산로1길 32,소규모,성산동,기타,96.83890230641663,29.29363612632846,90.975616,2665.0065914725856
블랑,,서초구,서울특별시 서초구 강남대로101길 18-16,소규모,잠원동,기타,96.79031712926418,29.27893917637612,145.984128,4274.260404428306
메가엠지씨커피해군회관,사거리점,영등포구,서울특별시 영등포구 여의대방로 189,소규모,신길동,기타,96.78831723260436,29.27833421035887,149.785798,4385.478653809303
커피디지직화커피,,은평구,서울특별시 은평구 불광로18길 8,소규모,불광동,기타,96.78507709278884,29.277354072475298,90.975616,2663.525321593549
라온,,양천구,서울특별시 양천구 목동중앙남로3길 55,소규모,목동,기타,96.77604310234251,29.274621302662748,131.33943399999998,3844.9121924560677
르데스크에프앤비,,용산구,서울특별시 용산구 녹사평대로32길 47,소규모,이태원동,기타,96.77431723708989,29.274099230773153,140.33121,4108.069766714466
티앤제이카페,,성북구,서울특별시 성북구 종암로21길 89,소규모,종암동,기타,96.76076503495437,29.269999708075012,177.984272,5209.599589481943
데이스타,,양천구,서울특별시 양천구 오목로25길 13,소규모,신정동,기타,96.75947369434695,29.269609079299094,285.224424,8348.407390348255
컴포즈커피화곡8동점,,강서구,서울특별시 강서구 곰달래로 157,소규모,화곡동,기타,96.70960289093901,29.25452322915452,139.60393399999998,4084.046530084354
영커피,역삼점,강남구,서울특별시 강남구 역삼로4길 22,소규모,역삼동,기타,96.69473866225616,29.250026820211797,285.224424,8342.822051779462
리테라커피룸,,강남구,서울특별시 강남구 역삼로4길 22,소규모,역삼동,기타,96.69473866225616,29.250026820211797,131.33943399999998,3841.681967051437
파세로,,동작구,서울특별시 동작구 여의대방로24나길 10-2,소규모,대방동,기타,96.68413537048343,29.24681933888421,131.33943399999998,3841.260698269306
모크,,마포구,서울특별시 마포구 와우산로17길 19-17,소규모,서교동,기타,96.67362829836983,29.243640963872537,90.975616,2660.458250771138
매일카페,,마포구,서울특별시 마포구 연남로3길 31,소규모,연남동,기타,96.67354626998342,29.243616150397308,177.984272,5204.9037311759075
아이갓에브리씽SK텔레콤,보라매점,관악구,서울특별시 관악구 보라매로5길 1,소규모,봉천동,기타,96.66491431254508,29.241004995022408,115.93440600000001,3390.038544940956
머스타시,,송파구,서울특별시 송파구 마천로7가길 1-1,소규모,오금동,기타,96.64313871517227,29.234417906459033,131.33943399999998,3839.631901153794
와코타코,,용산구,서울특별시 용산구 청파로47길 56,소규모,청파동2가,기타,96.6379097254299,29.2328361441799,115.93440600000001,3389.091494070827
메가엠지씨커피,공항시장역점,강서구,서울특별시 강서구 방화동로 49-1,소규모,방화동,기타,96.61354424390177,29.225465619184998,131.33943399999998,3838.456112810217
더로비,,도봉구,서울특별시 도봉구 방학로 171-5,소규모,방학동,기타,96.61110242398728,29.224726971984776,115.93440600000001,3388.1513620092337
로프스페이스,,마포구,서울특별시 마포구 동교로51길 77-7,소규모,연남동,기타,96.6023417951178,29.222076893677112,164.397434,4804.034457471208
올굿,,강동구,서울특별시 강동구 천중로50길 12,소규모,길동,기타,96.59598568978627,29.220154180466537,102.97567,3008.9649542368425
뽀프POFF,,동대문구,서울특별시 동대문구 회기로23길 59,소규모,회기동,기타,96.56646754282366,29.21122498119174,114.744318,3351.8220884114094
루카스커피,,영등포구,서울특별시 영등포구 신풍로25길 6,소규모,신길동,기타,96.562618307325,29.210060592693143,140.33121,4099.083147145946
79파운야드,합정점,마포구,서울특별시 마포구 양화로6길 80,소규모,합정동,기타,96.56195097429189,29.20985872535903,102.97567,3007.904772849192
