기준_년분기_코드,상권_코드,상권_코드_명,평균_평일_유동인구_수,평균_주말_유동인구_수,평일_대비_주말_유동인구_비율
20191,3110371,삼양입구사거리,162793.8,173170.0,1.063738299615833
20191,3110372,강북중학교,145643.2,159679.5,1.0963745646895975
20191,3110373,수유역 2번,219697.4,232984.0,1.0604768194798846
20191,3110374,송중초등학교,392799.2,398879.5,1.0154794103450313
20191,3110375,서울북부고용노동지청,77176.2,80332.5,1.0408973232680543
20191,3110376,수송초등학교,513062.8,519937.0,1.0133983598109237
20191,3110377,미아사거리역 3번,110366.0,113398.5,1.0274767591468388
20191,3110378,송중동주민센터,100996.6,100704.0,0.9971028727699743
20191,3110379,KT&G 북부지사,30513.4,34045.5,1.1157557007740861
20191,3110380,강북문화정보도서관,112856.4,125663.0,1.1134769494685282
20191,3110381,번동주공2단지,54092.4,59064.0,1.0919093994720146
20191,3110382,솔밭공원역 1번,62654.6,66129.0,1.0554532308880753
20191,3110383,덕성여대시반거리,49340.8,47986.0,0.9725419936442051
20191,3110384,문이교,12148.0,13038.5,1.0733042476127759
20191,3110385,효문고등학교,25658.0,26509.5,1.033186530516798
20191,3110386,연산군묘,4558.2,5604.0,1.2294326707911019
20191,3110387,쌍문초등학교,211817.2,232453.0,1.0974226833326093
20191,3110388,도봉우체국,100756.2,107332.5,1.065269432551049
20191,3110389,한일병원,55134.0,59304.5,1.0756429789240758
20191,3110390,방학초등학교,98591.4,114235.0,1.1586710402732896
20191,3110391,샘말어린이공원,121399.0,132456.0,1.091079827675681
20191,3110392,발바닥공원,25741.2,30774.5,1.195534784703122
20191,3110393,국민은행방학지점,7734.4,8376.0,1.0829540752999587
