query,found_name,score,reviewCount
카페비비씨,블라인디드바이커피비비씨,,29
빼더,빼더,,16
페이브커피,페이브커피 이대 김소영점,,34
달콤커피서래,,,
그때거기,그때거기,,26
코메카페,코메카페,,1
나따오비까,나따오비까 롯데몰은평점,,10
커먼센스커피COMMONSENSECOFFEE,,,
컴포즈커피목동사랑,컴포즈커피 목동사랑시장점,,2
빽다방석계역문화공원점,빽다방 석계역문화공원점,,5
버클리커피소셜,버클리커피소셜,4.33,120
이오디,EOD,,37
스밍스튜디오,,,
위드메가,,,
제너럴포스트오피스,,,
메가엠지씨커피외대앞역점,메가MGC커피 석관점,4.55,12
배추공주와페키들의감성놀이터,배추공주와페키들의감성놀이터,,16
보연희,보연희,,507
빅스트로우,빅스트로우 북촌점,4.37,25
카페아이갓에브리띵케이티엔지상상마당,,,
웰컴카페,웰컴카페,,22
디저트39방배,디저트39 방배중앙점,,19
카페브러리,카페브러리,4.25,40
팬케이크샵가로수길점,팬케이크샵 가로수길점,,263
커피볶는제임스,커피볶는제임스,4.51,73
앤레커피,앤레커피,4.22,10
산옥커피,산옥커피 여의도점,,55
슈퍼커피63빌딩점,슈퍼커피 63빌딩점,4.26,4
카페그린그린cafegreengreen,카페그린그린,,8
커피인더블랙,커피인더블랙,4.57,19
커피는미스김,커피는미스김,,5
디저트39서울대벤처타운점,,,
라이크어시네마,라이크어시네마 석촌점,,86
메가엠지씨커피경복궁역점,메가MGC커피 종각역점,,27
마가리,마가리,4.59,133
브루다커피마곡사이언스파크뷰점,브루다커피 마곡사이언스파크뷰점,,50
디어마이요거트,디어마이요거트,,77
하윌라,,,
카페리프,카페리프,,58
커피인왕,바넘커피,,580
카페딜쿠샤,카페 딜쿠샤,4.8,14
제이.히든하우스,제이히든하우스,4.38,749
김용기미술관,욘보스페이스,,15
커피포카포카,커피포카포카 by 로티보이,,3
브루다여의도백상빌딩,브루다커피 여의도백상빌딩점,,22
대주,대주수산,4.33,42
아마스빈여의도,아마스빈 여의도2호점,4.45,27
브랑쿠시,브랑쿠시,,526
카페공공장소,카페공공장소,4.82,215
커피나인암사힐스테이트리버뷰점,커피나인 암사힐스테이트리버뷰점,,11
대림커피,로스톤,,800
카페타셴남부,,,
메가엠지씨커피상계중앙,메가MGC커피 상계중앙시장점,,5
날쌘카페,날쌘카페 길음점,4.89,23
어니스타컴퍼니,,,
오늘도커피,오늘도커피,4.83,10
고로커피로스터스,고로커피로스터스,4.64,728
까페여름,까페여름,4.58,150
여름커피로스터즈,,,
카페나루,카페나루,,5
커피플라잇,커피플라잇,4.58,7
사과나무,사과나무,,11
앨리커피,앨리스토리커피 양재,4.38,129
공차창동역점,공차 쌍문역점,4.52,52
마실다실깨비점,마실다실 깨비점,,2
디저티스트,디저티스트,4.61,831
차차,차차,,166
리프노즈드아쉬지,리프노즈드아쉬지,,291
향기나무,향기나무,,0
스트릿1988,스트릿1988 용두동아제약점,,16
메가엠지씨커피국악고점,,,
더벤티중계은행,더벤티 중계은행사거리점,4.32,11
더카페중계은행,더카페 중계은행사거리점,,14
피터패트,피터패트,4.51,273
어썸커뮤니티,어썸커뮤니티,,0
디저트카페'윰',디저트카페 윰,4.61,43
데미타스,데미타스,4.47,338
카페보다,카페보다,4.64,4
카페더엘가,,,
월랑월랑,월랑월랑,,22
하프커피로스터스,,,
우주커피,우주커피,,56
대박커피호프,대박커피호프,,0
앤티크커피,앤티크커피 연남점,,"2,973"
카페아띠,카페아띠,4.24,9
개스타운커피,,,
커프앤블랭크,커프앤블랭크,,49
원데이브레드,원데이브래드,4.36,134
지스페이스,막스시오지스페이스,,585
이디야혜화역점,이디야커피 혜화역점,4.39,39
소재,소재,4.62,279
메가엠지씨커피구로,메가MGC커피 신정역점,4.5,23
온순간라마티에,,,
쌍문빵곳간,,,
카페딜런,카페딜런,,138
숨과쉼,쉬운명상&숨과쉼CAFE,,2
얼반스퀘어,얼반스퀘어,,247
카페두레브,카페 두레브,,268
벤티프레소&베이커리포스코,,,
더카페440,더카페440,4.14,3
학산테라로사커피포스코센터지점,,,
카페오아시아사회적협동조합포레카포스코,,,
이문,이문설렁탕,4.26,"2,026"
커피빈문정역스테이트점,,,
슈퍼커피문정엠스테이트점,,,
라라커피,라라커피,,10
매머드익스프레스문정역,매머드익스프레스 문정역점,4.4,11
커피나인문정엠스테이트,커피나인 문정 엠스테이트,,11
카페마놀린,카페마놀린,,71
빽다방문정역점,빽다방 문정역점,,16
카페다반,카페다반,4.54,333
컷팅엣지+,커팅엣지,,0
뚜띠테이블,뚜띠쿠치나 마포공덕점,4.63,"2,319"
치키차카초코강남,치키차카초코 강남논현점,,64
베르프레,베르프레 본점,,15
시드누아,시드누아 노원본점,4.29,841
부에노커피로스팅Co,,,
블랑카,블랑카,,2
33아파트먼트,33apartment,4.42,560
밥스바비연남점,밥스바비 연남점,4.54,231
카페;꼬망,"카페,꼬망",,0
제너러스커피,제너러스커피 양재점,4.62,2
카페프렌즈,카페프렌즈,4.36,47
휘드카페하계점,휘드카페 하계점,4.4,4
갸또마마,갸또마마,4.51,119
동봉,동봉,,99
셀렉토커피신당동점,셀렉토커피 신당동점,4.4,3
이시스커피,이시스커피,4.52,20
모블러,모블러,4.67,355
쿠키앤베이커리마피,쿠키앤베이커리 마피 성신여대점,,10
카페몬데이,카페몬데이,,19
리버스커피,파리바게뜨 동탄리버스빌점,,9
두그루커피,두그루커피,,11
손기,손기,,18
나우커피목동,더나우커피,4.37,5
카페미뇽수서역점,키쉬미뇽 수서역사점,4.46,47
더아담수서역,,,
듀엣커피DUETCOFFEE,듀엣커피,,64
오픈콜라,,,
곤트란쉐리에,곤트란쉐리에 신당점,,87
모코커피,모코커피,,38
지오성,,,
투썸플레이스서소문점,투썸플레이스 서소문점,4.34,77
이민힙,,,
메가엠지씨커피방화,,,
야스티커피,야스티 커피,,113
바운드리스바운드BLB,바운드리스바운드 BLB,,88
달콤서준,,,
피카,피카,4.2,3
한잔포차,한잔포차,,6
더벤티커피,더벤티 정릉중앙점,,7
쿠이고,,,
티에드,티에드,4.35,255
리치웰서대문자연사점,리치웰 서대문자연사점,4.35,0
컴포즈역촌,컴포즈커피 은평역말사거리점,,6
지누스,지누스푸드,,2
브라운필약수터점,브라운필 약수터점,,2
푸르시모서리,,,
커피빈방이점,커피빈 방이점,4.43,77
카페그리다,카페그리다,,50
컴포즈커피선유,컴포즈커피 선유중앙점,,5
테르테르,테르테르,,107
펠리칸카페,펠리칸카페,4.8,584
보사노바베이커리랩,보사노바 베이커리랩 신정점,,308
빅파운드커피,빅파운드커피,4.63,23
레인트리,레인트리 커피앤디저트,4.64,7
고연당,고연당,,6
쥬빌리마을카페,쥬빌리마을카페,,0
무무,무무,,60
설곡랩커피로스터스,,,
투엑스라지커피,투엑스라지커피,4.33,31
까페텀블러,텀블러커피,,1
스페셔티카페본심(本心)을전하다,,,
아트메이저,아트메이저,,274
디저트39강변역점,디저트39 강변역점,,88
리버벨커피,리버벨 커피,4.43,526
카페써니,카페써니,4.22,5
더벤티방이,더벤티 방이시장점,,8
도토루커피OS,커피오스 성수본점,4.53,207
더후드,,,
매머드익스프레스영등포리마크빌점,매머드익스프레스 영등포리마크빌점,4.47,9
커피베이성북,커피베이 성북종암점,4.54,13
슬아커피,슬아커피,,2
맥시마브레드,맥시마브레드,,8
매머드익스프레스당산,매머드익스프레스 당산생각공장점,,9
매머드익스프레스망원,매머드익스프레스 망원역점,4.46,20
아이소,아이소,,443
토스플레이스,,,
알고커피,ALGO COFFEE,,181
빽다방건대역화양점,빽다방 건대역화양점,,38
카페위키드블랙,카페위키드블랙,,36
목향커피호프,목향커피호프,,0
와니타음악감상실,와니타음악감상실,,79
루바토,루바토,,122
이음,EEEm,,738
다락방사주카페,,,
베어글스,베어글스 성신여대,,33
복희커피인테리어공방,복희커피인테리어공방,4.36,1
몽희,몽희,,15
고몽순커피,고몽순커피,,4
하프,하프스페이스,,0
쉘위커피,쉘위커피,4.33,24
플래시커피,,,
두눈,,,
카페CAFE'4가13번지,해울,4.56,27
카페26,카페26,,0
엔지니어링클럽,엔지니어링클럽,,217
카페리빈,카페리빈 성수점,4.79,4
콘파타테,콘파타테,,24
책그리고,책그리고,4.35,114
디코이커피로스터스,,,
커피빈중계동은행사거리점,,,
에이치엔씨,에이치엔씨,,2
몽글베어,몽글베어,,5
라라곰,라라곰,,61
카페포레누아,카페 포레누아,,2
132하우스,132HAUS,,136
본카페,본카페,4.2,55
데이로우,데이로우,4.55,718
본호미,호미불닭발 본점,4.39,"1,029"
커피파니,커피파니,4.22,5
카우프로스터스,카우프 로스터스 신수,4.71,205
투썸플레이스혜화대명로점,투썸플레이스 혜화대명로점,,18
어피스앤드피스,어피스앤드피스,,240
빽다방신정네거리역점,빽다방 목동역점,4.49,39
딜리스,딜리스,4.64,93
카페이로,카페 이로,,624
하이오커피암사역점,하이오커피 암사역점,,42
메가엠지씨커피아현,메가MGC커피 이대역사거리점,,5
베르니,베르니,,0
카페오렌지어웨이크,카페 오렌지 어웨이크,,38
세종커피,카페 스테이인터뷰 나성,,712
메가엠지씨커피광희동,메가MGC커피 동대문점,4.41,34
스페이스코르보문점,스페이스코르 보문점,,74
만나플러스지사.만나카페,,,
공일토스트달보드레,공일토스트 달보드레,,1
원앤온리커피,원앤온리커피,4.49,273
심재,심재,4.42,565
구테이블,구테이블,,73
메가엠지씨커피당고개역점,메가MGC커피 상계중앙시장점,,5
온도감,온도감,4.49,73
이디아망원역점,이디야커피 망원역점,4.51,23
스윗소사이어티,,,
매머드익스프레스정동점,매머드익스프레스 정동점,4.51,14
라운드브릭,라운드브릭,4.85,148
메가엠지씨커피신림충,,,
김빙수,김빙수,,0
우리들cafe,우리들의롱베케이션,,18
매머드익스프레스서초,매머드익스프레스 강남효성해링턴점,,20
투썸플레이스서초센트럴,투썸플레이스 서초센트럴아이파크점,4.47,35
마실,마실참숯불생고기집,4.33,49
과일의시작야미,과일의시작 카페야미 강동점,,31
커피바이안,커피바 이안,,18
렉,렉,,0
더벤티공릉역점,더벤티 공릉역점,,9
커피340,앵글340,4.45,779
영화,카페마실,4.41,2
공차사가정역점,공차 사가정역점,4.55,24
제트앤아이대부파트너스,,,
아이티플라잉,,,
택스커피,택스커피,4.47,5
커피마심,카페마심 강일점,,3
트레이커피,트레이커피,,29
예디드카페,예디드카페,,15
어반테라스,어반테라스,4.54,49
공차한티역점,공차 한티역점,,15
메가엠지씨커피IBK,,,
빽다방종로5가역점,빽다방 종로5가역점,,2
버즈커피,버즈커피,4.45,2
네버마인드,네버마인드,,25
애프터레스트,애프터레스트,,32
카페아또,카페아또,,7
백억커피석촌고분점,백억커피 석촌고분점,,8
투썸플레이스노원문화의,투썸플레이스 노원문화의거리점,,144
칼디,칼디카파 카페,4.67,41
필로소피디저트,필로소피 디저트,,9
매머드익스프레스삼성로점,매머드커피익스프레스 삼성로점,,2
대지커피숍,원유로 스페셜티 용인내대지직영점,4.26,8
코스모스상점,코스모스상점 성수,,434
버터컵,버터컵,,8
카페르다,르다,4.55,247
커피로드,커피로드,4.49,45
매머드익스프레스가산SK트윈테크점,매머드익스프레스 가산SK트윈테크점,,3
티에스엔이,,,
카페158℉,,,
브레스토,,,
커피곳간을지로3가,커피곳간 을지로3가점,,2
홍콩커피호프,홍콩커피호프,,0
카페36-16,정릉동커피,,34
러비니돌,러비니돌,4.57,82
리나,요쇼쿠야 리나,,190
컴포즈커피마포경찰서점,컴포즈커피 마포경찰서점,,4
로스디아스,Los Dias,4.67,611
폰트,폰트 용산점,,844
그릭하다,그릭하다 명지대점,,356
올토카페,올토갤러리도자기카페,4.31,20
양재커피,미니말레 커피뢰스터 양재본점,4.62,"1,496"
티소트카페,카페 티소트,,58
래오코퍼레이션,,,
하우스오브바이닐,하우스오브바이닐 성수점,,122
할아버지카페,할아버지카페,4.56,27
카페테인,Caffe Tain,4.31,44
요거프레소국민대점,요거프레소 국민대점,4.5,8
스윗빈,스윗빈,4.54,6
해로커피,해로커피,4.61,763
메가엠지씨커피공릉역점,메가MGC커피 공릉신도브래뉴점,,10
콘티뉴이티,콘티뉴이티,,571
리프디어,,,
한강에스프레소상수점,한강에스프레소 상수점,,35
투썸플레이스서대문연희점,투썸플레이스 서대문연희점,,14
발루토오목눈이,발루토 오목눈이,,186
카페비스킷,카페비스킷,,22
커피무드,커피무드,4.6,35
하이디하우스,하이디하우스,4.46,128
은하수,은하수,,0
E&B인터내셔널,,,
이디씨,이디씨로스터스,,0
뚜뚜빵빵,뚜뚜빵빵,,0
카페다올,카페 다올,4.47,38
빽다방동양미래대점,빽다방 동양미래대점,,12
서울큐라스카페,서울큐라스카페,,4
파란동그라미사회적협동조합,,,
나도셰프다협동조합,,,
거장SR,거장SR,,0
왓더훅,왓더훅,,62
코나빈스,코나빈스 신월동점,4.46,40
이디야고대개운점,이디야커피 고대개운점,4.37,8
틴패낼리,TinPanAlley,4.58,14
카페42,카페42,,1
샌드커피논탄토,샌드커피 논탄토 연남,4.48,"1,236"
플,젤라또로플,,1
제뉴어리퍼스트,제뉴어리 퍼스트,4.71,43
디키커피,,,
꼼데푸생,꼼데푸생,4.34,31
먼스스컬프쳐,먼스 스컬프쳐,4.58,187
로스터리카페달공장,,,
카페하랑,카페하랑,4.6,0
디저트라인업,디저트라인업,4.67,163
슬슬커피,슬슬커피,4.66,57
더플라잉팬주,,,
카페틈이있는곳,카페 틈이있는곳,4.62,73
이지에프에스,,,
테라코타,테라코타,,656
코인커피,코인 명동1호점,4.38,663
델리마이크,델리마이크,,19
까페하복,,,
카페엠엠티,매머드커피익스프레스 국민대후문점,,3
카페와로또,카페와로또,4.37,5
옥루몽신촌,옥루몽 신촌본점,,168
탐앤탐스홍대파크점,,,
커피애드립,,,
이니스,이니스,,83
펠롱,펠롱,4.25,1
더벤티혜화로점,더벤티 혜화로점,4.34,19
빽다방광진화양,빽다방 광진화양삼거리점,,13
투썸플레이스구로디지털역깔깔,투썸플레이스 구로디지털역 깔깔거리점,4.32,141
커피앰비언스,커피앰비언스,4.61,39
니드스윗,니드스윗,4.5,239
로스터리노드,,,
릴리우드,릴리우드,4.48,232
메가엠지씨커피중랑역점,메가엠지씨커피 면목면동초점,4.49,8
카페르뷰,카페르뷰,4.42,2
책씨시,책씨시,,14
보케토,보케토커피 군자,,22
페르마타,페르마타,,173
메가커피사가정역점,메가MGC커피 중랑역점,4.54,23
할리스커피KG,할리스 KG타워점,,5
채피,채피,,1
커피클리닉,커피클리닉,,0
카페라모엘,카페라모엘,4.4,29
올림픽,갓잇 올림픽공원점,4.49,"1,454"
카페샬롬,카페샬롬,,72
더벤티마천역점,더벤티 마천역점,,7
오베스트,오베스트,,23
릴트리츠,릴 트리츠,,14
지현,지현,4.41,27
더미라클,더미라클 스터디카페 종로본점,,1
카페해화,해화,,152
큐브,브레드큐브,,3
피우,피우,,49
카페7그램,카페7그램 상암DMC점,4.32,2
